000000000,0
000000006,0
000000012,0
000000018,0
000000024,0
000000030,0
000000036,0
000000042,0
000000048,0
000000054,0
000000060,0
000000066,0
000000072,0
000000078,0
000000084,0
000000090,0
000000096,0
000000102,0
000000108,0
000000114,0
000000120,0
000000126,0
000000132,0
000000138,0
000000144,0
000000150,0
000000156,0
000000162,0
000000168,0
000000174,0
000000180,0
000000186,0
000000192,0
000000198,0
000000204,0
000000210,0
000000216,1
000000222,1
000000228,1
000000234,1
000000240,1
000000246,1
000000252,1
000000258,1
000000264,1
000000270,1
000000276,1
000000282,1
000000288,1
000000294,1
000000300,1
000000306,1
000000312,1
000000318,1
000000324,1
000000330,1
000000336,1
000000342,1
000000348,1
000000354,1
000000360,1
000000366,1
000000372,1
000000378,1
000000384,1
000000390,1
000000396,1
000000402,1
000000408,1
000000414,1
000000420,1
000000426,1
000000432,1
000000438,1
000000444,1
000000450,1
000000456,1
000000462,1
000000468,1
000000474,1
000000480,1
000000486,1
000000492,1
000000498,2
000000504,2
000000510,2
000000516,2
000000522,2
000000528,2
000000534,2
000000540,2
000000546,2
000000552,2
000000558,2
000000564,2
000000570,2
000000576,2
000000582,2
000000588,2
000000594,2
000000600,2
000000606,2
000000612,2
000000618,2
000000624,2
000000630,2
000000636,2
000000642,2
000000648,2
000000654,2
000000660,2
000000666,2
000000672,2
000000678,2
000000684,2
000000690,2
000000696,2
000000702,2
000000708,2
000000714,2
000000720,2
000000726,2
000000732,2
000000738,2
000000744,2
000000750,2
000000756,2
000000762,2
000000768,2
000000774,2
000000780,2
000000786,2
000000792,2
000000798,2
000000804,2
000000810,2
000000816,2
000000822,2
000000828,2
000000834,2
000000840,2
000000846,2
000000852,2
000000858,2
000000864,2
000000870,2
000000876,2
000000882,2
000000888,2
000000894,2
000000900,2
000000906,2
000000912,2
000000918,2
000000924,2
000000930,2
000000936,2
000000942,2
000000948,2
000000954,2
000000960,2
000000966,2
000000972,2
000000978,3
000000984,3
000000990,3
000000996,3
000001002,3
000001008,3
000001014,3
000001020,3
000001026,3
000001032,3
000001038,3
000001044,3
000001050,3
000001056,3
000001062,3
000001068,3
000001074,3
000001080,3
000001086,3
000001092,3
000001098,3
000001104,3
000001110,3
000001116,3
000001122,3
000001128,3
000001134,3
000001140,3
000001146,3
000001152,3
000001158,3
000001164,3
000001170,3
000001176,3
000001182,3
000001188,3
000001194,3
000001200,3
000001206,3
000001212,3
000001218,3
000001224,3
000001230,3
000001236,3
000001242,3
000001248,3
000001254,3
000001260,3
000001266,3
000001272,3
000001278,3
000001284,3
000001290,4
000001296,4
000001302,4
000001308,4
000001314,4
000001320,4
000001326,4
000001332,4
000001338,4
000001344,4
000001350,4
000001356,4
000001362,4
000001368,4
000001374,4
000001380,4
000001386,4
000001392,4
000001398,4
000001404,4
000001410,4
000001416,4
000001422,4
000001428,4
000001434,4
000001440,4
000001446,4
000001452,4
000001458,4
000001464,4
000001470,4
000001476,4
000001482,4
000001488,4
000001494,4
000001500,4
000001506,4
000001512,4
